,c_type,c_type60,depth0,lat0,lon0,m0,na,na_all,na_all_apr,na_apr,nf,nf_all,nf_all_apr,nf_apr,ot0
230,-1,-1,3.2,34.111,-116.92,4.63,0,0,0,0,0,0,0,0,1998-10-01T18:18:15.959988Z
231,-1,-1,4.9,34.813,-116.34100000000001,4.63,0,0,0,0,0,0,0,0,1999-10-16T11:26:05.379966Z
232,-1,-1,15.0,32.347,-115.23,4.63,0,0,0,0,0,0,0,0,2008-09-05T21:54:33.589989Z
233,-1,-1,5.0,35.911,-117.73899999999999,4.63,0,0,0,0,0,0,0,0,2019-07-06T06:01:51.799957Z
234,-1,-1,4.0,33.166,-115.635,4.63,0,0,0,0,0,0,0,0,2005-08-31T22:47:45.529988Z
235,-1,-1,19.1,34.228,-118.572,4.63,0,0,0,0,0,0,0,0,1994-01-17T17:56:08.209968Z
236,-1,-1,5.3,32.66,-115.80799999999999,4.63,0,0,0,0,0,0,0,0,2010-04-22T17:12:13.049970Z
237,-1,-1,2.0,35.899,-115.76100000000001,4.62,0,0,0,0,0,0,0,0,2018-07-05T15:17:37.410036Z
238,-1,-1,2.5,36.113,-117.887,4.62,0,0,0,0,0,0,0,0,2019-07-18T03:59:14.870026Z
239,1,1,13.4,32.676,-116.04799999999999,4.62,7,7,7,7,4,4,2,2,2006-11-03T15:56:43.050019Z
240,-1,-1,5.9,34.251,-118.55,4.62,0,0,0,0,0,0,0,0,1994-01-17T13:06:28.340035Z
241,-1,-1,10.2,34.052,-118.09100000000001,4.62,0,0,0,0,0,0,0,0,1987-10-01T15:12:31.760004Z
242,-1,-1,1.1,34.316,-116.844,4.61,0,0,0,0,0,0,0,0,2003-02-25T04:03:04.800030Z
243,-1,-1,5.0,35.457,-118.906,4.61,0,0,0,0,0,0,0,0,1985-02-08T06:58:16.860031Z
244,-1,-1,10.3,35.861,-117.671,4.61,0,0,0,0,0,0,0,0,2019-07-06T03:25:27.969996Z
245,-1,-1,2.0,34.373000000000005,-116.912,4.61,0,0,0,0,0,0,0,0,1992-12-04T05:25:07.440036Z
